taxon_id,scientific_name,rank,target_class,match_type
47062,Orycteropus afer,species,aardvark,species
934066,Orycteropus afer adametzi,subspecies,aardvark,subspecies
698482,Orycteropus afer afer,subspecies,aardvark,subspecies
934067,Orycteropus afer wertheri,subspecies,aardvark,subspecies
57561,Proteles cristata,species,aardwolf,species
1089415,Proteles cristata cristata,subspecies,aardwolf,subspecies
1089417,Proteles cristata septentrionalis,subspecies,aardwolf,subspecies
42405,Syncerus caffer,species,african buffalo,species
532816,Syncerus caffer brachyceros,subspecies,african buffalo,subspecies
516814,Syncerus caffer caffer,subspecies,african buffalo,subspecies
199289,Syncerus caffer nanus,subspecies,african buffalo,subspecies
41627,Civettictis civetta,species,african civet,species
574901,Civettictis civetta australis,subspecies,african civet,subspecies
1054122,Civettictis civetta civetta,subspecies,african civet,subspecies
1272231,Civettictis civetta congica,subspecies,african civet,subspecies
1272232,Civettictis civetta pauli,subspecies,african civet,subspecies
1118468,Civettictis civetta schwarzi,subspecies,african civet,subspecies
1272233,Civettictis civetta volkmanni,subspecies,african civet,subspecies
43694,Loxodonta africana,species,african elephant,species
357911,Loxodonta africana,species,african elephant,species
199301,Loxodonta africana cyclotis,subspecies,african elephant,subspecies
42093,Lycaon pictus,species,african wild dog,species
1420298,Lycaon pictus lupinus,subspecies,african wild dog,subspecies
1420300,Lycaon pictus manguensis,subspecies,african wild dog,subspecies
711435,Lycaon pictus pictus,subspecies,african wild dog,subspecies
711426,Lycaon pictus sharicus,subspecies,african wild dog,subspecies
1420299,Lycaon pictus somalicus,subspecies,african wild dog,subspecies
43711,Dasyprocta,genus,agouti genus,genus
43721,Dasyprocta azarae,species,agouti genus,genus
1666519,Dasyprocta azarae azarae,subspecies,agouti genus,genus
1666514,Dasyprocta azarae urucuma,subspecies,agouti genus,genus
43720,Dasyprocta coibae,species,agouti genus,genus
43719,Dasyprocta cristata,species,agouti genus,genus
607211,Dasyprocta croconota,species,agouti genus,genus
43715,Dasyprocta fuliginosa,species,agouti genus,genus
1666518,Dasyprocta fuliginosa fuliginosa,subspecies,agouti genus,genus
1666517,Dasyprocta fuliginosa zamorae,subspecies,agouti genus,genus
43717,Dasyprocta guamara,species,agouti genus,genus
607213,Dasyprocta iacki,species,agouti genus,genus
43716,Dasyprocta kalinowskii,species,agouti genus,genus
852338,Dasyprocta leporina,species,agouti genus,genus
43722,Dasyprocta leporina,species,agouti genus,genus
43714,Dasyprocta mexicana,species,agouti genus,genus
43713,Dasyprocta prymnolopha,species,agouti genus,genus
43712,Dasyprocta punctata,species,agouti genus,genus
1666502,Dasyprocta punctata bellula,subspecies,agouti genus,genus
1666504,Dasyprocta punctata callida,subspecies,agouti genus,genus
198152,Dasyprocta punctata chiapensis,subspecies,agouti genus,genus
1666505,Dasyprocta punctata chocoensis,subspecies,agouti genus,genus
1666506,Dasyprocta punctata columbiana,subspecies,agouti genus,genus
1666507,Dasyprocta punctata dariensis,subspecies,agouti genus,genus
1666508,Dasyprocta punctata isthmica,subspecies,agouti genus,genus
1666509,Dasyprocta punctata nuchalis,subspecies,agouti genus,genus
1666510,Dasyprocta punctata pallidiventris,subspecies,agouti genus,genus
1666511,Dasyprocta punctata pandora,subspecies,agouti genus,genus
1666520,Dasyprocta punctata punctata,subspecies,agouti genus,genus
1666512,Dasyprocta punctata richmondi,subspecies,agouti genus,genus
1666513,Dasyprocta punctata underwoodi,subspecies,agouti genus,genus
198153,Dasyprocta punctata yucatanica,subspecies,agouti genus,genus
43718,Dasyprocta ruatanica,species,agouti genus,genus
607212,Dasyprocta variegata,species,agouti genus,genus
1666503,Dasyprocta variegata boliviae,subspecies,agouti genus,genus
1666515,Dasyprocta variegata variegata,subspecies,agouti genus,genus
1666516,Dasyprocta variegata yungarum,subspecies,agouti genus,genus
42357,Capra ibex,species,alpine ibex,species
46082,Marmota marmota,species,alpine marmot,species
1142612,Marmota marmota latirostris,subspecies,alpine marmot,subspecies
1571016,Marmota marmota marmota,subspecies,alpine marmot,subspecies
41789,Taxidea taxus,species,american badger,species
197923,Taxidea taxus berlandieri,subspecies,american badger,subspecies
238785,Taxidea taxus jacksoni,subspecies,american badger,subspecies
238786,Taxidea taxus jeffersonii,subspecies,american badger,subspecies
238787,Taxidea taxus taxus,subspecies,american badger,subspecies
42408,Bison bison,species,american bison,species
123787,Bison bison athabascae,subspecies,american bison,subspecies
123788,Bison bison bison,subspecies,american bison,subspecies
41638,Ursus americanus,species,american black bear,species
132828,Ursus americanus altifrontalis,subspecies,american black bear,subspecies
132829,Ursus americanus amblyceps,subspecies,american black bear,subspecies
132830,Ursus americanus americanus,subspecies,american black bear,subspecies
126772,Ursus americanus californiensis,subspecies,american black bear,subspecies
132831,Ursus americanus carlottae,subspecies,american black bear,subspecies
132832,Ursus americanus cinnamomum,subspecies,american black bear,subspecies
132833,Ursus americanus emmonsii,subspecies,american black bear,subspecies
132834,Ursus americanus eremicus,subspecies,american black bear,subspecies
132838,Ursus americanus floridanus,subspecies,american black bear,subspecies
132835,Ursus americanus hamiltoni,subspecies,american black bear,subspecies
123749,Ursus americanus kermodei,subspecies,american black bear,subspecies
132837,Ursus americanus luteolus,subspecies,american black bear,subspecies
132839,Ursus americanus machetes,subspecies,american black bear,subspecies
132840,Ursus americanus perniger,subspecies,american black bear,subspecies
132841,Ursus americanus pugnax,subspecies,american black bear,subspecies
132842,Ursus americanus vancouveri,subspecies,american black bear,subspecies
74758,Neovison vison,species,american mink,species
342802,Neovison vison aestuarina,subspecies,american mink,subspecies
804903,Neovison vison energumenos,subspecies,american mink,subspecies
981387,Neovison vison evergladensis,subspecies,american mink,subspecies
237414,Neovison vison halilimnetes,subspecies,american mink,subspecies
237415,Neovison vison lutensis,subspecies,american mink,subspecies
201563,Neovison vison mink,subspecies,american mink,subspecies
46179,Cynomys ludovicianus,species,arizona black-tailed prairie dog,species
198710,Cynomys ludovicianus arizonensis,subspecies,arizona black-tailed prairie dog,subspecies
1059130,Cynomys ludovicianus ludovicianus,subspecies,arizona black-tailed prairie dog,subspecies
43697,Elephas maximus,species,asian elephant,species
418150,Elephas maximus bengalensis,subspecies,asian elephant,subspecies
569284,Elephas maximus borneensis,subspecies,asian elephant,subspecies
465033,Elephas maximus indicus,subspecies,asian elephant,subspecies
542405,Elephas maximus maximus,subspecies,asian elephant,subspecies
1106490,Elephas maximus rubridens,subspecies,asian elephant,subspecies
147646,Elephas maximus sumatranus,subspecies,asian elephant,subspecies
41647,Ursus thibetanus,species,asiatic black bear,species
711632,Ursus thibetanus formosanus,subspecies,asiatic black bear,subspecies
711633,Ursus thibetanus gedrosianus,subspecies,asiatic black bear,subspecies
418146,Ursus thibetanus japonicus,subspecies,asiatic black bear,subspecies
554363,Ursus thibetanus laniger,subspecies,asiatic black bear,subspecies
711634,Ursus thibetanus mupinensis,subspecies,asiatic black bear,subspecies
711631,Ursus thibetanus thibetanus,subspecies,asiatic black bear,subspecies
711635,Ursus thibetanus ussuricus,subspecies,asiatic black bear,subspecies
43333,Equus hemionus,species,asiatic wild ass,species
372584,Equus hemionus hemionus,subspecies,asiatic wild ass,subspecies
372576,Equus hemionus hemippus,subspecies,asiatic wild ass,subspecies
630787,Equus hemionus hydruntinus,subspecies,asiatic wild ass,subspecies
495825,Equus hemionus khur,subspecies,asiatic wild ass,subspecies
372583,Equus hemionus kulan,subspecies,asiatic wild ass,subspecies
495824,Equus hemionus onager,subspecies,asiatic wild ass,subspecies
43405,Ateles,genus,ateles species,genus
43406,Ateles belzebuth,species,ateles species,genus
1140748,Ateles belzebuth chamek,subspecies,ateles species,genus
1140749,Ateles belzebuth marginatus,subspecies,ateles species,genus
43410,Ateles chamek,species,ateles species,genus
43409,Ateles fusciceps,species,ateles species,genus
147539,Ateles fusciceps fusciceps,subspecies,ateles species,genus
147540,Ateles fusciceps rufiventris,subspecies,ateles species,genus
43411,Ateles geoffroyi,species,ateles species,genus
147541,Ateles geoffroyi azuerensis,subspecies,ateles species,genus
147544,Ateles geoffroyi frontatus,subspecies,ateles species,genus
147545,Ateles geoffroyi geoffroyi,subspecies,ateles species,genus
147547,Ateles geoffroyi grisescens,subspecies,ateles species,genus
147546,Ateles geoffroyi ornatus,subspecies,ateles species,genus
370995,Ateles geoffroyi panamensis,subspecies,ateles species,genus
147542,Ateles geoffroyi vellerosus,subspecies,ateles species,genus
147543,Ateles geoffroyi yucatanensis,subspecies,ateles species,genus
74091,Ateles hybridus,species,ateles species,genus
147549,Ateles hybridus brunneus,subspecies,ateles species,genus
147548,Ateles hybridus hybridus,subspecies,ateles species,genus
43407,Ateles marginatus,species,ateles species,genus
43408,Ateles paniscus,species,ateles species,genus
43558,Daubentonia madagascariensis,species,aye-aye,species
43534,Papio,genus,baboon genus,genus
74832,Papio anubis,species,baboon genus,genus
1140708,Papio anubis anubis,subspecies,baboon genus,genus
1140707,Papio anubis doguera,subspecies,baboon genus,genus
1638823,Papio anubis × cynocephalus,hybrid,baboon genus,genus
67683,Papio cynocephalus,species,baboon genus,genus
147743,Papio cynocephalus cynocephalus,subspecies,baboon genus,genus
147742,Papio cynocephalus ibeanus,subspecies,baboon genus,genus
147741,Papio cynocephalus kindae,subspecies,baboon genus,genus
43535,Papio hamadryas,species,baboon genus,genus
1141072,Papio hamadryas hamadryas,subspecies,baboon genus,genus
557988,Papio kindae,species,baboon genus,genus
74833,Papio papio,species,baboon genus,genus
57556,Papio ursinus,species,baboon genus,genus
147744,Papio ursinus griseipes,subspecies,baboon genus,genus
1646609,Papio ursinus ruacana,subspecies,baboon genus,genus
147745,Papio ursinus ursinus,subspecies,baboon genus,genus
43355,Tapirus bairdii,species,baird's tapir,species
42095,Otocyon megalotis,species,bat-eared fox,species
711553,Otocyon megalotis megalotis,subspecies,bat-eared fox,subspecies
481663,Otocyon megalotis virgatus,subspecies,bat-eared fox,subspecies
43792,Castor,genus,beaver genus,genus
43794,Castor canadensis,species,beaver genus,genus
1539915,Castor canadensis canadensis,subspecies,beaver genus,genus
201569,Castor canadensis carolinensis,subspecies,beaver genus,genus
198154,Castor canadensis frondator,subspecies,beaver genus,genus
198155,Castor canadensis mexicanus,subspecies,beaver genus,genus
234950,Castor canadensis phaeus,subspecies,beaver genus,genus
43793,Castor fiber,species,beaver genus,genus
700791,Castor fiber albicus,subspecies,beaver genus,genus
700792,Castor fiber fiber,subspecies,beaver genus,genus
1133424,Castor fiber vistulanus,subspecies,beaver genus,genus
42391,Ovis canadensis,species,bighorn sheep,species
503419,Ovis canadensis auduboni,subspecies,bighorn sheep,subspecies
557886,Ovis canadensis californiana,subspecies,bighorn sheep,subspecies
145538,Ovis canadensis canadensis,subspecies,bighorn sheep,subspecies
197848,Ovis canadensis cremnobates,subspecies,bighorn sheep,subspecies
197849,Ovis canadensis mexicana,subspecies,bighorn sheep,subspecies
145539,Ovis canadensis nelsoni,subspecies,bighorn sheep,subspecies
237604,Ovis canadensis sierrae,subspecies,bighorn sheep,subspecies
197850,Ovis canadensis weemsi,subspecies,bighorn sheep,subspecies
41631,Arctictis binturong,species,binturong,species
1271964,Arctictis binturong albifrons,subspecies,binturong,subspecies
1271963,Arctictis binturong binturong,subspecies,binturong,subspecies
42281,Connochaetes gnou,species,black wildebeest,species
42046,Canis mesomelas,species,black-backed jackal,species
780881,Canis mesomelas elongae,subspecies,black-backed jackal,subspecies
627132,Canis mesomelas mesomelas,subspecies,black-backed jackal,subspecies
481664,Canis mesomelas schmidti,subspecies,black-backed jackal,subspecies
42416,Antilope cervicapra,species,blackbuck,species
1645761,Antilope cervicapra cervicapra,subspecies,blackbuck,subspecies
1645760,Antilope cervicapra rajputanae,subspecies,blackbuck,subspecies
42275,Damaliscus pygargus,species,blesbok,species
129724,Damaliscus pygargus phillipsi,subspecies,blesbok,subspecies
129727,Damaliscus pygargus pygargus,subspecies,blesbok,subspecies
41976,Lynx rufus,species,bobcat,species
197874,Lynx rufus baileyi,subspecies,bobcat,subspecies
197881,Lynx rufus californicus,subspecies,bobcat,subspecies
197883,Lynx rufus escuinapae,subspecies,bobcat,subspecies
632299,Lynx rufus fasciatus,subspecies,bobcat,subspecies
237173,Lynx rufus floridanus,subspecies,bobcat,subspecies
632296,Lynx rufus gigas,subspecies,bobcat,subspecies
197892,Lynx rufus oaxacensis,subspecies,bobcat,subspecies
210602,Lynx rufus pallescens,subspecies,bobcat,subspecies
197894,Lynx rufus peninsularis,subspecies,bobcat,subspecies
632297,Lynx rufus rufus,subspecies,bobcat,subspecies
197898,Lynx rufus texensis,subspecies,bobcat,subspecies
42344,Tragelaphus eurycerus,species,bongo,species
147878,Tragelaphus eurycerus eurycerus,subspecies,bongo,subspecies
147879,Tragelaphus eurycerus isaaci,subspecies,bongo,subspecies
43582,Pongo pygmaeus,species,bornean orangutan,species
147760,Pongo pygmaeus morio,subspecies,bornean orangutan,subspecies
147759,Pongo pygmaeus pygmaeus,subspecies,bornean orangutan,subspecies
147761,Pongo pygmaeus wurmbii,subspecies,bornean orangutan,subspecies
41641,Ursus arctos,species,brown bear,species
147154,Ursus arctos arctos,subspecies,brown bear,subspecies
147157,Ursus arctos beringianus,subspecies,brown bear,subspecies
147088,Ursus arctos californicus,subspecies,brown bear,subspecies
698997,Ursus arctos collaris,subspecies,brown bear,subspecies
147089,Ursus arctos crowtheri,subspecies,brown bear,subspecies
1271917,Ursus arctos gobiensis,subspecies,brown bear,subspecies
489022,Ursus arctos gyas,subspecies,brown bear,subspecies
125461,Ursus arctos horribilis,subspecies,brown bear,subspecies
147158,Ursus arctos isabellinus,subspecies,brown bear,subspecies
147156,Ursus arctos lasiotus,subspecies,brown bear,subspecies
625987,Ursus arctos marsicanus,subspecies,brown bear,subspecies
147090,Ursus arctos middendorffi,subspecies,brown bear,subspecies
147155,Ursus arctos nelsoni,subspecies,brown bear,subspecies
147092,Ursus arctos pruinosus,subspecies,brown bear,subspecies
147159,Ursus arctos sitkensis,subspecies,brown bear,subspecies
1361578,Ursus arctos stikeenensis,subspecies,brown bear,subspecies
361914,Ursus arctos yesoensis,subspecies,brown bear,subspecies
500648,Parahyaena brunnea,species,brown hyaena,species
47067,Bradypus variegatus,species,brown-throated sloth,species
1275838,Bradypus variegatus brasiliensis,subspecies,brown-throated sloth,subspecies
1275834,Bradypus variegatus ephippiger,subspecies,brown-throated sloth,subspecies
1275841,Bradypus variegatus gorgon,subspecies,brown-throated sloth,subspecies
1275839,Bradypus variegatus infuscatus,subspecies,brown-throated sloth,subspecies
1275842,Bradypus variegatus tapajoensis,subspecies,brown-throated sloth,subspecies
1275840,Bradypus variegatus trivittatus,subspecies,brown-throated sloth,subspecies
1275837,Bradypus variegatus variegatus,subspecies,brown-throated sloth,subspecies
42341,Tragelaphus scriptus,species,bushbuck,species
563440,Tragelaphus scriptus bor,subspecies,bushbuck,subspecies
1446875,Tragelaphus scriptus decula,subspecies,bushbuck,subspecies
1271380,Tragelaphus scriptus fasciatus,subspecies,bushbuck,subspecies
703500,Tragelaphus scriptus meneliki,subspecies,bushbuck,subspecies
703450,Tragelaphus scriptus ornatus,subspecies,bushbuck,subspecies
1446876,Tragelaphus scriptus phaleratus,subspecies,bushbuck,subspecies
1430919,Tragelaphus scriptus scriptus,subspecies,bushbuck,subspecies
524158,Tragelaphus scriptus sylvaticus,subspecies,bushbuck,subspecies
180007,Otospermophilus beecheyi,species,california ground squirrel,species
1370801,Otospermophilus beecheyi atricapillus,subspecies,california ground squirrel,subspecies
345877,Otospermophilus beecheyi beecheyi,subspecies,california ground squirrel,subspecies
345878,Otospermophilus beecheyi douglasii,subspecies,california ground squirrel,subspecies
1521709,Otospermophilus beecheyi fisheri,subspecies,california ground squirrel,subspecies
537770,Otospermophilus beecheyi nesioticus,subspecies,california ground squirrel,subspecies
781662,Otospermophilus beecheyi nudipes,subspecies,california ground squirrel,subspecies
551960,Otospermophilus beecheyi parvulus,subspecies,california ground squirrel,subspecies
1521711,Otospermophilus beecheyi rupinarum,subspecies,california ground squirrel,subspecies
1464934,Otospermophilus beecheyi sierrae,subspecies,california ground squirrel,subspecies
43655,Callicebus,genus,callicebus genus,genus
74130,Callicebus aureipalatii,species,callicebus genus,genus
43661,Callicebus baptista,species,callicebus genus,genus
43662,Callicebus barbarabrownae,species,callicebus genus,genus
43682,Callicebus bernhardi,species,callicebus genus,genus
43673,Callicebus brunneus,species,callicebus genus,genus
43659,Callicebus caligatus,species,callicebus genus,genus
144088,Callicebus caquetensis,species,callicebus genus,genus
43672,Callicebus cinerascens,species,callicebus genus,genus
43676,Callicebus coimbrai,species,callicebus genus,genus
43678,Callicebus cupreus,species,callicebus genus,genus
43677,Callicebus discolor,species,callicebus genus,genus
43671,Callicebus donacophilus,species,callicebus genus,genus
43668,Callicebus dubius,species,callicebus genus,genus
43679,Callicebus hoffmannsi,species,callicebus genus,genus
43665,Callicebus lucifer,species,callicebus genus,genus
43666,Callicebus lugens,species,callicebus genus,genus
43660,Callicebus medemi,species,callicebus genus,genus
43657,Callicebus melanochir,species,callicebus genus,genus
43681,Callicebus modestus,species,callicebus genus,genus
43669,Callicebus moloch,species,callicebus genus,genus
43658,Callicebus nigrifrons,species,callicebus genus,genus
43680,Callicebus oenanthe,species,callicebus genus,genus
43670,Callicebus olallae,species,callicebus genus,genus
43675,Callicebus ornatus,species,callicebus genus,genus
43674,Callicebus pallescens,species,callicebus genus,genus
43683,Callicebus personatus,species,callicebus genus,genus
43667,Callicebus purinus,species,callicebus genus,genus
43663,Callicebus regulus,species,callicebus genus,genus
43664,Callicebus stephennashi,species,callicebus genus,genus
43656,Callicebus torquatus,species,callicebus genus,genus
43369,Callithrix,genus,callithrix species,genus
43375,Callithrix aurita,species,callithrix species,genus
1631440,Callithrix aurita × flaviceps,hybrid,callithrix species,genus
1621322,Callithrix aurita × jacchus,hybrid,callithrix species,genus
1631439,Callithrix aurita × jacchus × penicillata,hybrid,callithrix species,genus
1621324,Callithrix aurita × penicillata,hybrid,callithrix species,genus
43378,Callithrix flaviceps,species,callithrix species,genus
1631442,Callithrix flaviceps × geoffroyi,hybrid,callithrix species,genus
1631441,Callithrix flaviceps × penicillata,hybrid,callithrix species,genus
43372,Callithrix geoffroyi,species,callithrix species,genus
1631443,Callithrix geoffroyi × jacchus × penicillata,hybrid,callithrix species,genus
1631438,Callithrix geoffroyi × penicillata,hybrid,callithrix species,genus
43373,Callithrix jacchus,species,callithrix species,genus
855883,Callithrix jacchus × penicillata,hybrid,callithrix species,genus
371200,Callithrix jachus,species,callithrix species,genus
43377,Callithrix kuhlii,species,callithrix species,genus
43374,Callithrix penicillata,species,callithrix species,genus
1668673,Callithrix pygmaea,species,callithrix species,genus
41974,Lynx canadensis,species,canada lynx,species
74442,Hydrochoerus hydrochaeris,species,capybara,species
42042,Caracal caracal,species,caracal,species
703804,Caracal caracal caracal,subspecies,caracal,subspecies
703805,Caracal caracal nubicus,subspecies,caracal,subspecies
703806,Caracal caracal schmitzi,subspecies,caracal,subspecies
43429,Cebus,genus,cebus species,genus
494176,Cebus aequatorialis,species,cebus species,genus
1369301,Cebus aequatorialis,species,cebus species,genus
43433,Cebus albifrons,species,cebus species,genus
147564,Cebus albifrons aequatorialis,subspecies,cebus species,genus
147559,Cebus albifrons albifrons,subspecies,cebus species,genus
147563,Cebus albifrons cesarae,subspecies,cebus species,genus
147562,Cebus albifrons cuscinus,subspecies,cebus species,genus
1075647,Cebus albifrons leucocephalus,subspecies,cebus species,genus
147558,Cebus albifrons malitiosus,subspecies,cebus species,genus
147561,Cebus albifrons trinitatis,subspecies,cebus species,genus
147560,Cebus albifrons versicolor,subspecies,cebus species,genus
882562,Cebus albifrons yuracus,subspecies,cebus species,genus
43431,Cebus apella,species,cebus species,genus
147565,Cebus apella apella,subspecies,cebus species,genus
147566,Cebus apella margaritae,subspecies,cebus species,genus
1369300,Cebus brunneus,species,cebus species,genus
43432,Cebus capucinus,species,cebus species,genus
147568,Cebus capucinus capucinus,subspecies,cebus species,genus
147567,Cebus capucinus curtus,subspecies,cebus species,genus
147570,Cebus capucinus imitator,subspecies,cebus species,genus
147569,Cebus capucinus limitaneus,subspecies,cebus species,genus
1369299,Cebus castaneus,species,cebus species,genus
74153,Cebus cay,species,cebus species,genus
1369298,Cebus cesarae,species,cebus species,genus
500652,Cebus cesarae,species,cebus species,genus
1369297,Cebus cuscinus,species,cebus species,genus
500555,Cebus cuscinus,species,cebus species,genus
74154,Cebus flavius,species,cebus species,genus
1369296,Cebus imitator,species,cebus species,genus
74155,Cebus kaapori,species,cebus species,genus
1369295,Cebus leucocephalus,species,cebus species,genus
74156,Cebus libidinosus,species,cebus species,genus
74157,Cebus macrocephalus,species,cebus species,genus
497697,Cebus malitiosus,species,cebus species,genus
1369294,Cebus malitiosus,species,cebus species,genus
74158,Cebus nigritus,species,cebus species,genus
43430,Cebus olivaceus,species,cebus species,genus
147572,Cebus olivaceus apiculatus,subspecies,cebus species,genus
147571,Cebus olivaceus brunneus,subspecies,cebus species,genus
147573,Cebus olivaceus nigrivittatus,subspecies,cebus species,genus
147574,Cebus olivaceus olivaceus,subspecies,cebus species,genus
74159,Cebus robustus,species,cebus species,genus
1369667,Cebus trinitatis,species,cebus species,genus
1369293,Cebus unicolor,species,cebus species,genus
497698,Cebus versicolor,species,cebus species,genus
1369292,Cebus versicolor,species,cebus species,genus
74160,Cebus xanthosternos,species,cebus species,genus
632564,Cebus yuracus,species,cebus species,genus
1369291,Cebus yuracus,species,cebus species,genus
42284,Cephalophus,genus,cephalophus species,genus
42298,Cephalophus adersi,species,cephalophus species,genus
1430929,Cephalophus brookei,species,cephalophus species,genus
42295,Cephalophus callipygus,species,cephalophus species,genus
42302,Cephalophus dorsalis,species,cephalophus species,genus
1446779,Cephalophus dorsalis castaneus,subspecies,cephalophus species,genus
1446778,Cephalophus dorsalis dorsalis,subspecies,cephalophus species,genus
42301,Cephalophus harveyi,species,cephalophus species,genus
42296,Cephalophus jentinki,species,cephalophus species,genus
42285,Cephalophus leucogaster,species,cephalophus species,genus
42288,Cephalophus natalensis,species,cephalophus species,genus
697916,Cephalophus natalensis natalensis,subspecies,cephalophus species,genus
697917,Cephalophus natalensis robertsi,subspecies,cephalophus species,genus
42293,Cephalophus niger,species,cephalophus species,genus
42297,Cephalophus nigrifrons,species,cephalophus species,genus
1111520,Cephalophus nigrifrons hooki,subspecies,cephalophus species,genus
574756,Cephalophus nigrifrons kivuensis,subspecies,cephalophus species,genus
147575,Cephalophus nigrifrons rubidus,subspecies,cephalophus species,genus
42290,Cephalophus ogilbyi,species,cephalophus species,genus
147576,Cephalophus ogilbyi brookei,subspecies,cephalophus species,genus
147577,Cephalophus ogilbyi crusalbum,subspecies,cephalophus species,genus
147578,Cephalophus ogilbyi ogilbyi,subspecies,cephalophus species,genus
42292,Cephalophus rufilatus,species,cephalophus species,genus
42294,Cephalophus silvicultor,species,cephalophus species,genus
1446762,Cephalophus silvicultor curticeps,subspecies,cephalophus species,genus
1446764,Cephalophus silvicultor longiceps,subspecies,cephalophus species,genus
697918,Cephalophus silvicultor ruficrista,subspecies,cephalophus species,genus
1051927,Cephalophus silvicultor silvicultor,subspecies,cephalophus species,genus
42291,Cephalophus spadix,species,cephalophus species,genus
42299,Cephalophus weynsi,species,cephalophus species,genus
42300,Cephalophus zebra,species,cephalophus species,genus
43469,Cercopithecus,genus,cercopithecus species,genus
518639,Cercopithecus albogularis,species,cercopithecus species,genus
518638,Cercopithecus albogularis erythrarchus,subspecies,cercopithecus species,genus
43480,Cercopithecus ascanius,species,cercopithecus species,genus
642570,Cercopithecus ascanius ascanius,subspecies,cercopithecus species,genus
147585,Cercopithecus ascanius atrinasus,subspecies,cercopithecus species,genus
645570,Cercopithecus ascanius katangae,subspecies,cercopithecus species,genus
147584,Cercopithecus ascanius schmidti,subspecies,cercopithecus species,genus
636256,Cercopithecus ascanius whitesidei,subspecies,cercopithecus species,genus
1621319,Cercopithecus ascanius × denti,hybrid,cercopithecus species,genus
43479,Cercopithecus campbelli,species,cercopithecus species,genus
566529,Cercopithecus campbelli,species,cercopithecus species,genus
147586,Cercopithecus campbelli campbelli,subspecies,cercopithecus species,genus
147587,Cercopithecus campbelli lowei,subspecies,cercopithecus species,genus
43477,Cercopithecus cephus,species,cercopithecus species,genus
701275,Cercopithecus cephus cephodes,subspecies,cercopithecus species,genus
147588,Cercopithecus cephus cephus,subspecies,cercopithecus species,genus
147589,Cercopithecus cephus ngottoensis,subspecies,cercopithecus species,genus
566541,Cercopithecus denti,species,cercopithecus species,genus
43478,Cercopithecus diana,species,cercopithecus species,genus
566530,Cercopithecus diana,species,cercopithecus species,genus
147590,Cercopithecus diana diana,subspecies,cercopithecus species,genus
147591,Cercopithecus diana roloway,subspecies,cercopithecus species,genus
43482,Cercopithecus dryas,species,cercopithecus species,genus
43476,Cercopithecus erythrogaster,species,cercopithecus species,genus
147592,Cercopithecus erythrogaster erythrogaster,subspecies,cercopithecus species,genus
147593,Cercopithecus erythrogaster pococki,subspecies,cercopithecus species,genus
43484,Cercopithecus erythrotis,species,cercopithecus species,genus
147595,Cercopithecus erythrotis camerunensis,subspecies,cercopithecus species,genus
147594,Cercopithecus erythrotis erythrotis,subspecies,cercopithecus species,genus
43475,Cercopithecus hamlyni,species,cercopithecus species,genus
43487,Cercopithecus lhoesti,species,cercopithecus species,genus
884143,Cercopithecus lomamiensis,species,cercopithecus species,genus
566528,Cercopithecus lowei,species,cercopithecus species,genus
43486,Cercopithecus mitis,species,cercopithecus species,genus
147597,Cercopithecus mitis albogularis,subspecies,cercopithecus species,genus
147598,Cercopithecus mitis albotorquatus,subspecies,cercopithecus species,genus
147607,Cercopithecus mitis boutourlinii,subspecies,cercopithecus species,genus
147610,Cercopithecus mitis doggetti,subspecies,cercopithecus species,genus
147602,Cercopithecus mitis erythrarchus,subspecies,cercopithecus species,genus
147600,Cercopithecus mitis francescae,subspecies,cercopithecus species,genus
147604,Cercopithecus mitis heymansi,subspecies,cercopithecus species,genus
147608,Cercopithecus mitis kandti,subspecies,cercopithecus species,genus
147596,Cercopithecus mitis kolbi,subspecies,cercopithecus species,genus
147605,Cercopithecus mitis labiatus,subspecies,cercopithecus species,genus
1075122,Cercopithecus mitis manyaraensis,subspecies,cercopithecus species,genus
147599,Cercopithecus mitis mitis,subspecies,cercopithecus species,genus
147612,Cercopithecus mitis moloneyi,subspecies,cercopithecus species,genus
147601,Cercopithecus mitis monoides,subspecies,cercopithecus species,genus
147611,Cercopithecus mitis opisthostictus,subspecies,cercopithecus species,genus
147606,Cercopithecus mitis schoutedeni,subspecies,cercopithecus species,genus
147609,Cercopithecus mitis stuhlmanni,subspecies,cercopithecus species,genus
147603,Cercopithecus mitis zammaronoi,subspecies,cercopithecus species,genus
43474,Cercopithecus mona,species,cercopithecus species,genus
43473,Cercopithecus neglectus,species,cercopithecus species,genus
43485,Cercopithecus nictitans,species,cercopithecus species,genus
147613,Cercopithecus nictitans martini,subspecies,cercopithecus species,genus
147614,Cercopithecus nictitans nictitans,subspecies,cercopithecus species,genus
43488,Cercopithecus petaurista,species,cercopithecus species,genus
147615,Cercopithecus petaurista buettikoferi,subspecies,cercopithecus species,genus
147616,Cercopithecus petaurista petaurista,subspecies,cercopithecus species,genus
43472,Cercopithecus pogonias,species,cercopithecus species,genus
883395,Cercopithecus pogonias,species,cercopithecus species,genus
566548,Cercopithecus pogonias,species,cercopithecus species,genus
147621,Cercopithecus pogonias denti,subspecies,cercopithecus species,genus
147617,Cercopithecus pogonias elegans,subspecies,cercopithecus species,genus
147619,Cercopithecus pogonias grayi,subspecies,cercopithecus species,genus
147620,Cercopithecus pogonias nigripes,subspecies,cercopithecus species,genus
147618,Cercopithecus pogonias pogonias,subspecies,cercopithecus species,genus
