taxon_id,scientific_name,rank,target_class,match_type
1353308,Sylvilagus holzneri robustus,subspecies,cottontail rabbits genus,genus
1596250,Sylvilagus hondurensis,species,cottontail rabbits genus,genus
1398530,Sylvilagus idahoensis,species,cottontail rabbits genus,genus
1353321,Sylvilagus incitatus,species,cottontail rabbits genus,genus
1353298,Sylvilagus insolitus,species,cottontail rabbits genus,genus
43097,Sylvilagus insonus,species,cottontail rabbits genus,genus
43098,Sylvilagus mansuetus,species,cottontail rabbits genus,genus
1353322,Sylvilagus nicefori,species,cottontail rabbits genus,genus
43109,Sylvilagus nuttallii,species,cottontail rabbits genus,genus
238755,Sylvilagus nuttallii grangeri,subspecies,cottontail rabbits genus,genus
238756,Sylvilagus nuttallii nuttallii,subspecies,cottontail rabbits genus,genus
238757,Sylvilagus nuttallii pinetis,subspecies,cottontail rabbits genus,genus
43101,Sylvilagus obscurus,species,cottontail rabbits genus,genus
43102,Sylvilagus palustris,species,cottontail rabbits genus,genus
238758,Sylvilagus palustris hefneri,subspecies,cottontail rabbits genus,genus
1124689,Sylvilagus palustris paludicola,subspecies,cottontail rabbits genus,genus
1057956,Sylvilagus palustris palustris,subspecies,cottontail rabbits genus,genus
1103654,Sylvilagus parentum,species,cottontail rabbits genus,genus
1353323,Sylvilagus parentum,species,cottontail rabbits genus,genus
43108,Sylvilagus robustus,species,cottontail rabbits genus,genus
1353324,Sylvilagus salentus,species,cottontail rabbits genus,genus
1407035,Sylvilagus sanctaemartae,species,cottontail rabbits genus,genus
1353325,Sylvilagus sanctamartae,species,cottontail rabbits genus,genus
1353326,Sylvilagus surdaster,species,cottontail rabbits genus,genus
1129456,Sylvilagus tapetillus,species,cottontail rabbits genus,genus
1353327,Sylvilagus tapetillus,species,cottontail rabbits genus,genus
43110,Sylvilagus transitionalis,species,cottontail rabbits genus,genus
75114,Sylvilagus varynaensis,species,cottontail rabbits genus,genus
1596249,Sylvilagus yucatanicus,species,cottontail rabbits genus,genus
42051,Canis latrans,species,coyote,species
197860,Canis latrans cagottis,subspecies,coyote,subspecies
147206,Canis latrans clepticus,subspecies,coyote,subspecies
1242196,Canis latrans dickeyi,subspecies,coyote,subspecies
1305709,Canis latrans frustror,subspecies,coyote,subspecies
197862,Canis latrans goldmani,subspecies,coyote,subspecies
1242195,Canis latrans hondurensis,subspecies,coyote,subspecies
197864,Canis latrans impavidus,subspecies,coyote,subspecies
147081,Canis latrans incolatus,subspecies,coyote,subspecies
197865,Canis latrans jamesi,subspecies,coyote,subspecies
147082,Canis latrans latrans,subspecies,coyote,subspecies
146602,Canis latrans lestes,subspecies,coyote,subspecies
126773,Canis latrans mearnsi,subspecies,coyote,subspecies
197867,Canis latrans microdon,subspecies,coyote,subspecies
126774,Canis latrans ochropus,subspecies,coyote,subspecies
197870,Canis latrans peninsulae,subspecies,coyote,subspecies
197872,Canis latrans texensis,subspecies,coyote,subspecies
153411,Canis latrans thamnos,subspecies,coyote,subspecies
804902,Canis latrans umpquensis,subspecies,coyote,subspecies
197873,Canis latrans vigilis,subspecies,coyote,subspecies
44643,Abrawayaomys,genus,cricetidae family,family
44644,Abrawayaomys ruschii,species,cricetidae family,family
71812,Abrothrix,genus,cricetidae family,family
882919,Abrothrix andina,species,cricetidae family,family
74018,Abrothrix andinus,species,cricetidae family,family
74019,Abrothrix hershkovitzi,species,cricetidae family,family
1104464,Abrothrix hirta,species,cricetidae family,family
607188,Abrothrix illutea,species,cricetidae family,family
74020,Abrothrix illuteus,species,cricetidae family,family
74021,Abrothrix jelskii,species,cricetidae family,family
882921,Abrothrix lanosa,species,cricetidae family,family
74022,Abrothrix lanosus,species,cricetidae family,family
74023,Abrothrix longipilis,species,cricetidae family,family
1104463,Abrothrix longipilis,species,cricetidae family,family
1104420,Abrothrix longipilis hirtus,subspecies,cricetidae family,family
1106815,Abrothrix manni,species,cricetidae family,family
74024,Abrothrix markhami,species,cricetidae family,family
882920,Abrothrix olivacea,species,cricetidae family,family
74025,Abrothrix olivaceus,species,cricetidae family,family
74026,Abrothrix sanborni,species,cricetidae family,family
71813,Aegialomys,genus,cricetidae family,family
935777,Aegialomys baroni,species,cricetidae family,family
74033,Aegialomys galapagoensis,species,cricetidae family,family
935779,Aegialomys ica,species,cricetidae family,family
935780,Aegialomys xanthaeolus,species,cricetidae family,family
74034,Aegialomys xanthaeolus,species,cricetidae family,family
44645,Aepeomys,genus,cricetidae family,family
44646,Aepeomys lugens,species,cricetidae family,family
74035,Aepeomys reigi,species,cricetidae family,family
44597,Akodon,genus,cricetidae family,family
44600,Akodon aerosus,species,cricetidae family,family
44599,Akodon affinis,species,cricetidae family,family
44622,Akodon albiventer,species,cricetidae family,family
74038,Akodon aliquantulus,species,cricetidae family,family
44623,Akodon azarae,species,cricetidae family,family
1453464,Akodon baliolus,species,cricetidae family,family
44621,Akodon bogotensis,species,cricetidae family,family
44642,Akodon boliviensis,species,cricetidae family,family
44641,Akodon budini,species,cricetidae family,family
1104123,Akodon caenosus,species,cricetidae family,family
44598,Akodon cursor,species,cricetidae family,family
44609,Akodon dayi,species,cricetidae family,family
1431235,Akodon diauarum,species,cricetidae family,family
44608,Akodon dolores,species,cricetidae family,family
44615,Akodon fumeus,species,cricetidae family,family
44616,Akodon iniscatus,species,cricetidae family,family
1558616,Akodon josemariarguedasi,species,cricetidae family,family
44632,Akodon juninensis,species,cricetidae family,family
1431234,Akodon kadiweu,species,cricetidae family,family
44635,Akodon kofordi,species,cricetidae family,family
1431233,Akodon kotosh,species,cricetidae family,family
44634,Akodon latebricola,species,cricetidae family,family
74039,Akodon leucolimnaeus,species,cricetidae family,family
44607,Akodon lindberghi,species,cricetidae family,family
74040,Akodon lutescens,species,cricetidae family,family
44601,Akodon mimus,species,cricetidae family,family
44602,Akodon molinae,species,cricetidae family,family
44613,Akodon mollis,species,cricetidae family,family
74041,Akodon montensis,species,cricetidae family,family
74042,Akodon mystax,species,cricetidae family,family
44612,Akodon neocenus,species,cricetidae family,family
1431232,Akodon oenos,species,cricetidae family,family
74043,Akodon oenos,species,cricetidae family,family
44603,Akodon orophilus,species,cricetidae family,family
74044,Akodon paranaensis,species,cricetidae family,family
74045,Akodon pervalens,species,cricetidae family,family
74046,Akodon philipmyersi,species,cricetidae family,family
850983,Akodon polopi,species,cricetidae family,family
74047,Akodon reigi,species,cricetidae family,family
44619,Akodon sanctipaulensis,species,cricetidae family,family
44617,Akodon serrensis,species,cricetidae family,family
44610,Akodon siberiae,species,cricetidae family,family
44606,Akodon simulator,species,cricetidae family,family
44629,Akodon spegazzinii,species,cricetidae family,family
44638,Akodon subfuscus,species,cricetidae family,family
44627,Akodon surdus,species,cricetidae family,family
44628,Akodon sylvanus,species,cricetidae family,family
44630,Akodon toba,species,cricetidae family,family
44625,Akodon torques,species,cricetidae family,family
44633,Akodon varius,species,cricetidae family,family
887381,Alexandromys,genus,cricetidae family,family
1431626,Alexandromys alpinus,species,cricetidae family,family
887385,Alexandromys evoronensis,species,cricetidae family,family
887386,Alexandromys fortis,species,cricetidae family,family
887384,Alexandromys kikuchii,species,cricetidae family,family
887391,Alexandromys limnophilus,species,cricetidae family,family
887392,Alexandromys maximowiczii,species,cricetidae family,family
887390,Alexandromys middendorffii,species,cricetidae family,family
887387,Alexandromys mongolicus,species,cricetidae family,family
887382,Alexandromys montebelli,species,cricetidae family,family
887388,Alexandromys mujanensis,species,cricetidae family,family
887383,Alexandromys oeconomus,species,cricetidae family,family
887399,Alexandromys oeconomus amakensis,subspecies,cricetidae family,family
887401,Alexandromys oeconomus elymocetes,subspecies,cricetidae family,family
887397,Alexandromys oeconomus innuitus,subspecies,cricetidae family,family
887398,Alexandromys oeconomus popofensis,subspecies,cricetidae family,family
887396,Alexandromys oeconomus punukensis,subspecies,cricetidae family,family
887394,Alexandromys oeconomus sitkensis,subspecies,cricetidae family,family
887400,Alexandromys oeconomus unalascensis,subspecies,cricetidae family,family
887395,Alexandromys oeconomus yakutatensis,subspecies,cricetidae family,family
887389,Alexandromys sachalinensis,species,cricetidae family,family
1431625,Alexandromys shantaricus,species,cricetidae family,family
45749,Allocricetulus,genus,cricetidae family,family
45751,Allocricetulus curtatus,species,cricetidae family,family
45750,Allocricetulus eversmanni,species,cricetidae family,family
45420,Alticola,genus,cricetidae family,family
74059,Alticola albicauda,species,cricetidae family,family
45422,Alticola argentatus,species,cricetidae family,family
45424,Alticola barakshin,species,cricetidae family,family
1431633,Alticola kohistanicus,species,cricetidae family,family
45425,Alticola lemminus,species,cricetidae family,family
45423,Alticola macrotis,species,cricetidae family,family
45428,Alticola montosus,species,cricetidae family,family
74060,Alticola olchonensis,species,cricetidae family,family
1431632,Alticola parvidens,species,cricetidae family,family
45429,Alticola roylei,species,cricetidae family,family
45430,Alticola semicanus,species,cricetidae family,family
45432,Alticola stoliczkanus,species,cricetidae family,family
45427,Alticola strelzovi,species,cricetidae family,family
45431,Alticola tuvinicus,species,cricetidae family,family
71815,Amphinectomys,genus,cricetidae family,family
74061,Amphinectomys savamis,species,cricetidae family,family
45490,Andalgalomys,genus,cricetidae family,family
45492,Andalgalomys olrogi,species,cricetidae family,family
45491,Andalgalomys pearsoni,species,cricetidae family,family
45788,Andinomys,genus,cricetidae family,family
45789,Andinomys edax,species,cricetidae family,family
45493,Anotomys,genus,cricetidae family,family
45494,Anotomys leander,species,cricetidae family,family
1430994,Anteliomys,genus,cricetidae family,family
1431313,Anteliomys chinensis,species,cricetidae family,family
1431314,Anteliomys custos,species,cricetidae family,family
1431316,Anteliomys hintoni,species,cricetidae family,family
1431317,Anteliomys olitor,species,cricetidae family,family
1431318,Anteliomys proditor,species,cricetidae family,family
1431319,Anteliomys tarquinius,species,cricetidae family,family
1431320,Anteliomys wardi,species,cricetidae family,family
1317326,Antillomys,genus,cricetidae family,family
1431226,Antillomys rayi,species,cricetidae family,family
45718,Arborimus,genus,cricetidae family,family
45721,Arborimus albipes,species,cricetidae family,family
45719,Arborimus longicaudus,species,cricetidae family,family
234330,Arborimus longicaudus longicaudus,subspecies,cricetidae family,family
234331,Arborimus longicaudus silvicola,subspecies,cricetidae family,family
45720,Arborimus pomo,species,cricetidae family,family
45746,Arvicola,genus,cricetidae family,family
67819,Arvicola amphibius,species,cricetidae family,family
1177489,Arvicola italicus,species,cricetidae family,family
1431277,Arvicola persicus,species,cricetidae family,family
45748,Arvicola sapidus,species,cricetidae family,family
74090,Arvicola scherman,species,cricetidae family,family
527894,Arvicola terrestris,species,cricetidae family,family
45037,Auliscomys,genus,cricetidae family,family
45039,Auliscomys boliviensis,species,cricetidae family,family
45038,Auliscomys pictus,species,cricetidae family,family
45041,Auliscomys sublimis,species,cricetidae family,family
45042,Baiomys,genus,cricetidae family,family
1431259,Baiomys brunneus,species,cricetidae family,family
45043,Baiomys musculus,species,cricetidae family,family
198465,Baiomys musculus brunneus,subspecies,cricetidae family,family
198552,Baiomys musculus infernatis,subspecies,cricetidae family,family
198604,Baiomys musculus musculus,subspecies,cricetidae family,family
198611,Baiomys musculus nigrescens,subspecies,cricetidae family,family
198623,Baiomys musculus pallidus,subspecies,cricetidae family,family
45044,Baiomys taylori,species,cricetidae family,family
198440,Baiomys taylori allex,subspecies,cricetidae family,family
198446,Baiomys taylori analogus,subspecies,cricetidae family,family
198456,Baiomys taylori ater,subspecies,cricetidae family,family
198469,Baiomys taylori canutus,subspecies,cricetidae family,family
198518,Baiomys taylori fuliginatus,subspecies,cricetidae family,family
198626,Baiomys taylori paulus,subspecies,cricetidae family,family
198673,Baiomys taylori taylori,subspecies,cricetidae family,family
45392,Bibimys,genus,cricetidae family,family
45395,Bibimys chacoensis,species,cricetidae family,family
45393,Bibimys labiosus,species,cricetidae family,family
45394,Bibimys torresi,species,cricetidae family,family
45461,Blanfordimys,genus,cricetidae family,family
45463,Blanfordimys afghanus,species,cricetidae family,family
74110,Blanfordimys bucharensis,species,cricetidae family,family
45821,Blarinomys,genus,cricetidae family,family
45822,Blarinomys breviceps,species,cricetidae family,family
1430993,Bramus,genus,cricetidae family,family
1431270,Bramus fuscocapillus,species,cricetidae family,family
1431269,Bramus lutescens,species,cricetidae family,family
71821,Brucepattersonius,genus,cricetidae family,family
74117,Brucepattersonius albinasus,species,cricetidae family,family
74118,Brucepattersonius griserufescens,species,cricetidae family,family
74119,Brucepattersonius guarani,species,cricetidae family,family
74120,Brucepattersonius igniventris,species,cricetidae family,family
74121,Brucepattersonius iheringi,species,cricetidae family,family
74122,Brucepattersonius misionensis,species,cricetidae family,family
1431231,Brucepattersonius nebulosus,species,cricetidae family,family
74123,Brucepattersonius paradisus,species,cricetidae family,family
74124,Brucepattersonius soricinus,species,cricetidae family,family
907232,Calassomys,genus,cricetidae family,family
907233,Calassomys apicalis,species,cricetidae family,family
45055,Calomys,genus,cricetidae family,family
907248,Calomys achaku,species,cricetidae family,family
45064,Calomys boliviae,species,cricetidae family,family
45056,Calomys callidus,species,cricetidae family,family
45061,Calomys callosus,species,cricetidae family,family
907317,Calomys cerqueirai,species,cricetidae family,family
907250,Calomys chinchilico,species,cricetidae family,family
74132,Calomys expulsus,species,cricetidae family,family
74133,Calomys fecundus,species,cricetidae family,family
1551773,Calomys frida,species,cricetidae family,family
45063,Calomys hummelincki,species,cricetidae family,family
45060,Calomys laucha,species,cricetidae family,family
45062,Calomys lepidus,species,cricetidae family,family
1551775,Calomys mattevii,species,cricetidae family,family
1551776,Calomys miurus,species,cricetidae family,family
45059,Calomys musculinus,species,cricetidae family,family
1431201,Calomys sorella,species,cricetidae family,family
45058,Calomys sorellus,species,cricetidae family,family
45057,Calomys tener,species,cricetidae family,family
74134,Calomys tocantinsi,species,cricetidae family,family
74135,Calomys venustus,species,cricetidae family,family
45736,Cansumys,genus,cricetidae family,family
45737,Cansumys canus,species,cricetidae family,family
71825,Caryomys,genus,cricetidae family,family
74149,Caryomys eva,species,cricetidae family,family
74150,Caryomys inez,species,cricetidae family,family
1453465,Castoria,genus,cricetidae family,family
1453466,Castoria angustidens,species,cricetidae family,family
71827,Cerradomys,genus,cricetidae family,family
907320,Cerradomys akroai,species,cricetidae family,family
74165,Cerradomys andersoni,species,cricetidae family,family
907321,Cerradomys goytaca,species,cricetidae family,family
907322,Cerradomys langguthi,species,cricetidae family,family
74166,Cerradomys maracajuensis,species,cricetidae family,family
74167,Cerradomys marinhus,species,cricetidae family,family
74168,Cerradomys scotti,species,cricetidae family,family
74169,Cerradomys subflavus,species,cricetidae family,family
907323,Cerradomys vivoi,species,cricetidae family,family
45724,Chelemys,genus,cricetidae family,family
74181,Chelemys delfini,species,cricetidae family,family
45725,Chelemys macronyx,species,cricetidae family,family
45726,Chelemys megalonyx,species,cricetidae family,family
45488,Chibchanomys,genus,cricetidae family,family
74182,Chibchanomys orcesi,species,cricetidae family,family
45489,Chibchanomys trichotis,species,cricetidae family,family
45053,Chilomys,genus,cricetidae family,family
1431193,Chilomys carapazi,species,cricetidae family,family
1431192,Chilomys georgeledecii,species,cricetidae family,family
45054,Chilomys instans,species,cricetidae family,family
1431191,Chilomys neisi,species,cricetidae family,family
1431190,Chilomys percequilloi,species,cricetidae family,family
1431189,Chilomys weksleri,species,cricetidae family,family
45051,Chinchillula,genus,cricetidae family,family
45052,Chinchillula sahamae,species,cricetidae family,family
45457,Chionomys,genus,cricetidae family,family
45460,Chionomys gud,species,cricetidae family,family
1431624,Chionomys lasistanius,species,cricetidae family,family
45459,Chionomys nivalis,species,cricetidae family,family
45458,Chionomys roberti,species,cricetidae family,family
1431623,Chionomys stekolnikovi,species,cricetidae family,family
1431622,Chionomys syriacus,species,cricetidae family,family
1317329,Clethrionomys,genus,cricetidae family,family
1431276,Clethrionomys californicus,species,cricetidae family,family
1431275,Clethrionomys centralis,species,cricetidae family,family
1431274,Clethrionomys gapperi,species,cricetidae family,family
1626134,Clethrionomys gapperi arizonensis,subspecies,cricetidae family,family
1626135,Clethrionomys gapperi athabascae,subspecies,cricetidae family,family
1431798,Clethrionomys gapperi brevicaudus,subspecies,cricetidae family,family
1431804,Clethrionomys gapperi carolinensis,subspecies,cricetidae family,family
1626136,Clethrionomys gapperi cascadensis,subspecies,cricetidae family,family
1626137,Clethrionomys gapperi caurinus,subspecies,cricetidae family,family
1431807,Clethrionomys gapperi galei,subspecies,cricetidae family,family
1626139,Clethrionomys gapperi gapperi,subspecies,cricetidae family,family
1626140,Clethrionomys gapperi gaspeanus,subspecies,cricetidae family,family
1431800,Clethrionomys gapperi gauti,subspecies,cricetidae family,family
1626141,Clethrionomys gapperi hudsonius,subspecies,cricetidae family,family
1626145,Clethrionomys gapperi idahoensis,subspecies,cricetidae family,family
1626146,Clethrionomys gapperi limitis,subspecies,cricetidae family,family
1626147,Clethrionomys gapperi loringi,subspecies,cricetidae family,family
1431803,Clethrionomys gapperi maurus,subspecies,cricetidae family,family
1626148,Clethrionomys gapperi nivarius,subspecies,cricetidae family,family
1431805,Clethrionomys gapperi occidentalis,subspecies,cricetidae family,family
1626149,Clethrionomys gapperi ochrraceus,subspecies,cricetidae family,family
1626150,Clethrionomys gapperi pallescens,subspecies,cricetidae family,family
1626151,Clethrionomys gapperi paludicola,subspecies,cricetidae family,family
1626152,Clethrionomys gapperi phaeus,subspecies,cricetidae family,family
1626153,Clethrionomys gapperi proteus,subspecies,cricetidae family,family
1626154,Clethrionomys gapperi rhoadsii,subspecies,cricetidae family,family
1431802,Clethrionomys gapperi rupicola,subspecies,cricetidae family,family
1626155,Clethrionomys gapperi saturatus,subspecies,cricetidae family,family
1431801,Clethrionomys gapperi soleus,subspecies,cricetidae family,family
1431806,Clethrionomys gapperi stikinensis,subspecies,cricetidae family,family
1626156,Clethrionomys gapperi ungava,subspecies,cricetidae family,family
1431799,Clethrionomys gapperi wrangeli,subspecies,cricetidae family,family
1431273,Clethrionomys glareolus,species,cricetidae family,family
1431808,Clethrionomys glareolus glareolus,subspecies,cricetidae family,family
1431809,Clethrionomys glareolus skomerensis,subspecies,cricetidae family,family
1431272,Clethrionomys rutilus,species,cricetidae family,family
1431797,Clethrionomys rutilus albiventer,subspecies,cricetidae family,family
1431796,Clethrionomys rutilus glacialis,subspecies,cricetidae family,family
1431795,Clethrionomys rutilus insularis,subspecies,cricetidae family,family
1431794,Clethrionomys rutilus orca,subspecies,cricetidae family,family
1596098,Cordimus,genus,cricetidae family,family
1596220,Cordimus hooijeri,species,cricetidae family,family
922877,Craseomys,genus,cricetidae family,family
1431631,Craseomys andersoni,species,cricetidae family,family
922878,Craseomys imaizumii,species,cricetidae family,family
1431630,Craseomys regulus,species,cricetidae family,family
1431629,Craseomys rex,species,cricetidae family,family
1431628,Craseomys rufocanus,species,cricetidae family,family
1431627,Craseomys smithii,species,cricetidae family,family
44909,Cricetulus,genus,cricetidae family,family
44910,Cricetulus alticola,species,cricetidae family,family
44913,Cricetulus barabensis,species,cricetidae family,family
44914,Cricetulus kamensis,species,cricetidae family,family
74214,Cricetulus lama,species,cricetidae family,family
44912,Cricetulus longicaudatus,species,cricetidae family,family
44911,Cricetulus migratorius,species,cricetidae family,family
44915,Cricetulus sokolovi,species,cricetidae family,family
74215,Cricetulus tibetanus,species,cricetidae family,family
45835,Cricetus,genus,cricetidae family,family
45836,Cricetus cricetus,species,cricetidae family,family
1595078,Daptomys,genus,cricetidae family,family
1595082,Daptomys ferreirai,species,cricetidae family,family
1595079,Daptomys mussoi,species,cricetidae family,family
1595081,Daptomys oyapocki,species,cricetidae family,family
1595083,Daptomys peruviensis,species,cricetidae family,family
1595080,Daptomys venezuelae,species,cricetidae family,family
45045,Delomys,genus,cricetidae family,family
1552243,Delomys altimontanus,species,cricetidae family,family
74272,Delomys collinus,species,cricetidae family,family
45047,Delomys dorsalis,species,cricetidae family,family
45046,Delomys sublineatus,species,cricetidae family,family
71840,Deltamys,genus,cricetidae family,family
1431230,Deltamys araucaria,species,cricetidae family,family
74273,Deltamys kempi,species,cricetidae family,family
45684,Dicrostonyx,genus,cricetidae family,family
45691,Dicrostonyx groenlandicus,species,cricetidae family,family
235645,Dicrostonyx groenlandicus exsul,subspecies,cricetidae family,family
235646,Dicrostonyx groenlandicus kilangmiutak,subspecies,cricetidae family,family
235647,Dicrostonyx groenlandicus nelsoni,subspecies,cricetidae family,family
235648,Dicrostonyx groenlandicus rubricatus,subspecies,cricetidae family,family
235649,Dicrostonyx groenlandicus unalascensis,subspecies,cricetidae family,family
1595008,Dicrostonyx groenlandicus vinogradovi,subspecies,cricetidae family,family
45695,Dicrostonyx hudsonius,species,cricetidae family,family
45689,Dicrostonyx nelsoni,species,cricetidae family,family
45694,Dicrostonyx nunatakensis,species,cricetidae family,family
45688,Dicrostonyx richardsoni,species,cricetidae family,family
45693,Dicrostonyx torquatus,species,cricetidae family,family
45687,Dicrostonyx unalascensis,species,cricetidae family,family
45685,Dicrostonyx vinogradovi,species,cricetidae family,family
45682,Dinaromys,genus,cricetidae family,family
45683,Dinaromys bogdanovi,species,cricetidae family,family
1431263,Dinaromys longipedis,species,cricetidae family,family
935861,Drymoreomys,genus,cricetidae family,family
935862,Drymoreomys albimaculatus,species,cricetidae family,family
44870,Eligmodontia,genus,cricetidae family,family
940486,Eligmodontia dunaris,species,cricetidae family,family
44871,Eligmodontia moreni,species,cricetidae family,family
44873,Eligmodontia morgani,species,cricetidae family,family
44872,Eligmodontia puerulus,species,cricetidae family,family
44874,Eligmodontia typus,species,cricetidae family,family
45075,Ellobius,genus,cricetidae family,family
45077,Ellobius alaicus,species,cricetidae family,family
45079,Ellobius fuscocapillus,species,cricetidae family,family
45078,Ellobius lutescens,species,cricetidae family,family
45080,Ellobius talpinus,species,cricetidae family,family
45076,Ellobius tancrei,species,cricetidae family,family
45679,Eolagurus,genus,cricetidae family,family
45680,Eolagurus luteus,species,cricetidae family,family
45681,Eolagurus przewalskii,species,cricetidae family,family
45065,Eothenomys,genus,cricetidae family,family
74302,Eothenomys cachinus,species,cricetidae family,family
45074,Eothenomys chinensis,species,cricetidae family,family
1431271,Eothenomys colurnus,species,cricetidae family,family
45069,Eothenomys custos,species,cricetidae family,family
990457,Eothenomys eleusis,species,cricetidae family,family
1430896,Eothenomys hintoni,species,cricetidae family,family
45066,Eothenomys melanogaster,species,cricetidae family,family
74303,Eothenomys miletus,species,cricetidae family,family
45068,Eothenomys olitor,species,cricetidae family,family
45072,Eothenomys proditor,species,cricetidae family,family
1430897,Eothenomys tarquinius,species,cricetidae family,family
74304,Eothenomys wardi,species,cricetidae family,family
71844,Eremoryzomys,genus,cricetidae family,family
1552245,Eremoryzomys mesocaudis,species,cricetidae family,family
74316,Eremoryzomys polius,species,cricetidae family,family
44815,Euneomys,genus,cricetidae family,family
44819,Euneomys chinchilloides,species,cricetidae family,family
44818,Euneomys fossor,species,cricetidae family,family
44817,Euneomys mordax,species,cricetidae family,family
44816,Euneomys petersoni,species,cricetidae family,family
71846,Euryoryzomys,genus,cricetidae family,family
1552246,Euryoryzomys cerqueirai,species,cricetidae family,family
74331,Euryoryzomys emmonsae,species,cricetidae family,family
74332,Euryoryzomys lamia,species,cricetidae family,family
74333,Euryoryzomys legatus,species,cricetidae family,family
74334,Euryoryzomys macconnelli,species,cricetidae family,family
74335,Euryoryzomys nitidus,species,cricetidae family,family
74336,Euryoryzomys russatus,species,cricetidae family,family
44813,Galenomys,genus,cricetidae family,family
44814,Galenomys garleppii,species,cricetidae family,family
44811,Geoxus,genus,cricetidae family,family
607172,Geoxus annectens,species,cricetidae family,family
1431739,Geoxus lafkenche,species,cricetidae family,family
1103843,Geoxus michaelseni,species,cricetidae family,family
1431738,Geoxus michaelseni,species,cricetidae family,family
44812,Geoxus valdivianus,species,cricetidae family,family
44807,Graomys,genus,cricetidae family,family
74388,Graomys centralis,species,cricetidae family,family
1453942,Graomys chacoensis,species,cricetidae family,family
44808,Graomys domorum,species,cricetidae family,family
44809,Graomys edithae,species,cricetidae family,family
44810,Graomys griseoflavus,species,cricetidae family,family
852263,Gyldenstolpia,genus,cricetidae family,family
852265,Gyldenstolpia fronto,species,cricetidae family,family
1430974,Gyldenstolpia planaltensis,species,cricetidae family,family
45771,Habromys,genus,cricetidae family,family
45775,Habromys chinanteco,species,cricetidae family,family
74392,Habromys delicatulus,species,cricetidae family,family
74393,Habromys ixtlani,species,cricetidae family,family
45773,Habromys lepturus,species,cricetidae family,family
45774,Habromys lophurus,species,cricetidae family,family
74394,Habromys schmidlyi,species,cricetidae family,family
45772,Habromys simulatus,species,cricetidae family,family
71852,Handleyomys,genus,cricetidae family,family
74396,Handleyomys alfaroi,species,cricetidae family,family
74397,Handleyomys chapmani,species,cricetidae family,family
74398,Handleyomys fuscatus,species,cricetidae family,family
1550733,Handleyomys guerrerensis,species,cricetidae family,family
74399,Handleyomys intectus,species,cricetidae family,family
74400,Handleyomys melanotis,species,cricetidae family,family
74401,Handleyomys rhabdops,species,cricetidae family,family
74402,Handleyomys rostratus,species,cricetidae family,family
74403,Handleyomys saturatior,species,cricetidae family,family
45776,Hodomys,genus,cricetidae family,family
45777,Hodomys alleni,species,cricetidae family,family
198439,Hodomys alleni alleni,subspecies,cricetidae family,family
198507,Hodomys alleni elatturus,subspecies,cricetidae family,family
198540,Hodomys alleni guerrerensis,subspecies,cricetidae family,family
198689,Hodomys alleni vetulus,subspecies,cricetidae family,family
45005,Holochilus,genus,cricetidae family,family
45009,Holochilus brasiliensis,species,cricetidae family,family
45008,Holochilus chacarius,species,cricetidae family,family
957437,Holochilus lagigliai,species,cricetidae family,family
1431225,Holochilus nanus,species,cricetidae family,family
1431224,Holochilus oxe,species,cricetidae family,family
45007,Holochilus sciureus,species,cricetidae family,family
1558594,Holochilus venezuelae,species,cricetidae family,family
71856,Hylaeamys,genus,cricetidae family,family
74446,Hylaeamys acritus,species,cricetidae family,family
74447,Hylaeamys laticeps,species,cricetidae family,family
74448,Hylaeamys megacephalus,species,cricetidae family,family
74449,Hylaeamys oniscus,species,cricetidae family,family
74450,Hylaeamys perenensis,species,cricetidae family,family
1558589,Hylaeamys seuanezi,species,cricetidae family,family
74451,Hylaeamys tatei,species,cricetidae family,family
74452,Hylaeamys yunganus,species,cricetidae family,family
45093,Hyperacrius,genus,cricetidae family,family
45094,Hyperacrius fertilis,species,cricetidae family,family
45095,Hyperacrius wynnei,species,cricetidae family,family
45015,Ichthyomys,genus,cricetidae family,family
45019,Ichthyomys hydrobates,species,cricetidae family,family
1596221,Ichthyomys orientalis,species,cricetidae family,family
1431227,Ichthyomys pinei,species,cricetidae family,family
45018,Ichthyomys pittieri,species,cricetidae family,family
45017,Ichthyomys stolzmanni,species,cricetidae family,family
45016,Ichthyomys tweedii,species,cricetidae family,family
1660257,Incanomys,genus,cricetidae family,family
1660258,Incanomys mayopuma,species,cricetidae family,family
45013,Irenomys,genus,cricetidae family,family
45014,Irenomys tarsalis,species,cricetidae family,family
45010,Isthmomys,genus,cricetidae family,family
45011,Isthmomys flavidus,species,cricetidae family,family
45012,Isthmomys pirrensis,species,cricetidae family,family
71857,Juliomys,genus,cricetidae family,family
959831,Juliomys ossitenuis,species,cricetidae family,family
74458,Juliomys pictipes,species,cricetidae family,family
74459,Juliomys rimofrons,species,cricetidae family,family
959832,Juliomys ximenezi,species,cricetidae family,family
44880,Juscelinomys,genus,cricetidae family,family
44883,Juscelinomys candango,species,cricetidae family,family
44882,Juscelinomys guaporensis,species,cricetidae family,family
44881,Juscelinomys huanchacae,species,cricetidae family,family
852264,Kunsia,genus,cricetidae family,family
44994,Kunsia,genus,cricetidae family,family
44995,Kunsia fronto,species,cricetidae family,family
44996,Kunsia tomentosus,species,cricetidae family,family
45091,Lagurus,genus,cricetidae family,family
45092,Lagurus lagurus,species,cricetidae family,family
45087,Lasiopodomys,genus,cricetidae family,family
