family_label,family_scientific,genus_scientific,species_scientific,species_common_name,source,inat_observation_count
cricetidae family,cricetidae,,microtus nebrodensis,,inat,
cricetidae family,cricetidae,,microtus oaxacensis,,inat,
cricetidae family,cricetidae,,microtus obscurus,,inat,
cricetidae family,cricetidae,,microtus ochrogaster,,inat,
cricetidae family,cricetidae,microtus,microtus oeconomus,,inat,
cricetidae family,cricetidae,,microtus oregoni,,inat,
cricetidae family,cricetidae,,microtus paradoxus,,inat,
cricetidae family,cricetidae,,microtus pennsylvanicus,,inat,
cricetidae family,cricetidae,,microtus pinetorum,,inat,
cricetidae family,cricetidae,,microtus pyrenaicus,,inat,
cricetidae family,cricetidae,microtus,microtus qazvinensis,,inat,
cricetidae family,cricetidae,,microtus quasiater,,inat,
cricetidae family,cricetidae,,microtus richardsoni,,inat,
cricetidae family,cricetidae,,microtus rossiaemeridionalis,,inat,
cricetidae family,cricetidae,,microtus rozianus,,inat,
cricetidae family,cricetidae,microtus,microtus sachalinensis,,inat,
cricetidae family,cricetidae,,microtus savii,,inat,
cricetidae family,cricetidae,,microtus schelkovnikovi,,inat,
cricetidae family,cricetidae,,microtus schidlovskii,,inat,
cricetidae family,cricetidae,,microtus socialis,,inat,
cricetidae family,cricetidae,,microtus subterraneus,,inat,
cricetidae family,cricetidae,,microtus tatricus,,inat,
cricetidae family,cricetidae,,microtus thomasi,,inat,
cricetidae family,cricetidae,,microtus townsendii,,inat,
cricetidae family,cricetidae,,microtus transcaspicus,,inat,
cricetidae family,cricetidae,,microtus umbrosus,,inat,
cricetidae family,cricetidae,,microtus xanthognathus,,inat,
cricetidae family,cricetidae,,microtus yuldaschi,,inat,
cricetidae family,cricetidae,mictomicrotus,mictomicrotus liangshanensis,,inat,
cricetidae family,cricetidae,mictomys,mictomys borealis,,inat,
cricetidae family,cricetidae,mindomys,mindomys hammondi,,inat,
cricetidae family,cricetidae,mindomys,mindomys kutuku,,inat,
cricetidae family,cricetidae,myodes,myodes andersoni,,inat,
cricetidae family,cricetidae,myodes,myodes californicus,,inat,
cricetidae family,cricetidae,myodes,myodes centralis,,inat,
cricetidae family,cricetidae,myodes,myodes gapperi,,inat,
cricetidae family,cricetidae,myodes,myodes glareolus,,inat,
cricetidae family,cricetidae,myodes,myodes regulus,,inat,
cricetidae family,cricetidae,myodes,myodes rex,,inat,
cricetidae family,cricetidae,myodes,myodes rufocanus,,inat,
cricetidae family,cricetidae,myodes,myodes rutilus,,inat,
cricetidae family,cricetidae,myodes,myodes shanseius,,inat,
cricetidae family,cricetidae,myodes,myodes smithii,,inat,
cricetidae family,cricetidae,myopus,myopus schisticolor,,inat,
cricetidae family,cricetidae,neacomys,neacomys aletheia,,inat,
cricetidae family,cricetidae,neacomys,neacomys amoenus,,inat,
cricetidae family,cricetidae,neacomys,neacomys auriventer,,inat,
cricetidae family,cricetidae,neacomys,neacomys carceleni,,inat,
cricetidae family,cricetidae,neacomys,neacomys dubosti,,inat,
cricetidae family,cricetidae,neacomys,neacomys elieceri,,inat,
cricetidae family,cricetidae,neacomys,neacomys guianae,,inat,
cricetidae family,cricetidae,neacomys,neacomys jau,,inat,
cricetidae family,cricetidae,neacomys,neacomys leilae,,inat,
cricetidae family,cricetidae,neacomys,neacomys macedoruizi,,inat,
cricetidae family,cricetidae,neacomys,neacomys marajoara,,inat,
cricetidae family,cricetidae,neacomys,neacomys marci,,inat,
cricetidae family,cricetidae,neacomys,neacomys minutus,,inat,
cricetidae family,cricetidae,neacomys,neacomys musseri,,inat,
cricetidae family,cricetidae,neacomys,neacomys oliveirai,,inat,
cricetidae family,cricetidae,neacomys,neacomys paracou,,inat,
cricetidae family,cricetidae,neacomys,neacomys pictus,,inat,
cricetidae family,cricetidae,neacomys,neacomys rosalindae,,inat,
cricetidae family,cricetidae,neacomys,neacomys serranensis,,inat,
cricetidae family,cricetidae,neacomys,neacomys spinosus,bristly mouse,speciesnet+inat,
cricetidae family,cricetidae,neacomys,neacomys tenuipes,,inat,
cricetidae family,cricetidae,neacomys,neacomys vargasllosai,,inat,
cricetidae family,cricetidae,neacomys,neacomys vossi,,inat,
cricetidae family,cricetidae,neacomys,neacomys xingu,,inat,
cricetidae family,cricetidae,necromys,necromys amoenus,,inat,
cricetidae family,cricetidae,necromys,necromys benefactus,,inat,
cricetidae family,cricetidae,necromys,necromys lactens,,inat,
cricetidae family,cricetidae,necromys,necromys lasiurus,,inat,
cricetidae family,cricetidae,necromys,necromys lenguarum,,inat,
cricetidae family,cricetidae,necromys,necromys lilloi,,inat,
cricetidae family,cricetidae,necromys,necromys obscurus,,inat,
cricetidae family,cricetidae,necromys,necromys punctulatus,,inat,
cricetidae family,cricetidae,necromys,necromys temchuki,,inat,
cricetidae family,cricetidae,necromys,necromys urichi,,inat,
cricetidae family,cricetidae,nectomys,nectomys apicalis,,inat,
cricetidae family,cricetidae,nectomys,nectomys aturatus,,inat,
cricetidae family,cricetidae,nectomys,nectomys magdalenae,,speciesnet+inat,
cricetidae family,cricetidae,nectomys,nectomys palmipes,,inat,
cricetidae family,cricetidae,nectomys,nectomys rattus,,inat,
cricetidae family,cricetidae,nectomys,nectomys saturatus,,inat,
cricetidae family,cricetidae,nectomys,nectomys squamipes,,inat,
cricetidae family,cricetidae,nelsonia,nelsonia goldmani,,inat,
cricetidae family,cricetidae,nelsonia,nelsonia neotomodon,,inat,
cricetidae family,cricetidae,neodon,neodon bershulaensis,,inat,
cricetidae family,cricetidae,neodon,neodon bomiensis,,inat,
cricetidae family,cricetidae,neodon,neodon chayuensis,,inat,
cricetidae family,cricetidae,neodon,neodon clarkei,,inat,
cricetidae family,cricetidae,neodon,neodon forresti,,inat,
cricetidae family,cricetidae,neodon,neodon fuscus,,inat,
cricetidae family,cricetidae,neodon,neodon irene,,inat,
cricetidae family,cricetidae,neodon,neodon juldaschi,,inat,
cricetidae family,cricetidae,neodon,neodon leucurus,,inat,
cricetidae family,cricetidae,neodon,neodon liaoruii,,inat,
cricetidae family,cricetidae,neodon,neodon linzhiensis,,inat,
cricetidae family,cricetidae,neodon,neodon medogensis,,inat,
cricetidae family,cricetidae,neodon,neodon namchabarwaensis,,inat,
cricetidae family,cricetidae,neodon,neodon nepalensis,,inat,
cricetidae family,cricetidae,neodon,neodon nyalamensis,,inat,
cricetidae family,cricetidae,neodon,neodon shergylaensis,,inat,
cricetidae family,cricetidae,neodon,neodon sikimensis,,inat,
cricetidae family,cricetidae,neofiber,neofiber alleni,,inat,
cricetidae family,cricetidae,neomicroxus,neomicroxus bogotensis,,inat,
cricetidae family,cricetidae,neomicroxus,neomicroxus latebricola,,inat,
cricetidae family,cricetidae,neotoma,neotoma albigula,white-throated woodrat,speciesnet+inat,
cricetidae family,cricetidae,,neotoma angustapalata,,inat,
cricetidae family,cricetidae,neotoma,neotoma anthonyi,,inat,
cricetidae family,cricetidae,neotoma,neotoma bryanti,,speciesnet+inat,
cricetidae family,cricetidae,neotoma,neotoma bunkeri,,inat,
cricetidae family,cricetidae,,neotoma chrysomelas,,inat,
cricetidae family,cricetidae,neotoma,neotoma cinerea,bushy-tailed woodrat,speciesnet+inat,
cricetidae family,cricetidae,,neotoma devia,,inat,
cricetidae family,cricetidae,,neotoma ferruginea,,inat,
cricetidae family,cricetidae,neotoma,neotoma floridana,eastern woodrat,speciesnet+inat,
cricetidae family,cricetidae,neotoma,neotoma fuscipes,dusky-footed woodrat,speciesnet+inat,
cricetidae family,cricetidae,,neotoma goldmani,,inat,
cricetidae family,cricetidae,,neotoma insularis,,inat,
cricetidae family,cricetidae,neotoma,neotoma lepida,desert woodrat,speciesnet+inat,
cricetidae family,cricetidae,,neotoma leucodon,,inat,
cricetidae family,cricetidae,,neotoma macrotis,,inat,
cricetidae family,cricetidae,,neotoma magister,,inat,
cricetidae family,cricetidae,neotoma,neotoma martinensis,,inat,
cricetidae family,cricetidae,,neotoma melanura,,inat,
cricetidae family,cricetidae,neotoma,neotoma mexicana,mexican woodrat,speciesnet+inat,
cricetidae family,cricetidae,neotoma,neotoma micropus,southern plains woodrat,speciesnet+inat,
cricetidae family,cricetidae,,neotoma nelsoni,,inat,
cricetidae family,cricetidae,,neotoma palatina,,inat,
cricetidae family,cricetidae,,neotoma phenax,,inat,
cricetidae family,cricetidae,,neotoma picta,,inat,
cricetidae family,cricetidae,,neotoma stephensi,,inat,
cricetidae family,cricetidae,neotoma,neotoma varia,,inat,
cricetidae family,cricetidae,neotomodon,neotomodon alstoni,,inat,
cricetidae family,cricetidae,neotomys,neotomys ebriosus,,inat,
cricetidae family,cricetidae,nephelomys,nephelomys albigularis,,inat,
cricetidae family,cricetidae,nephelomys,nephelomys auriventer,,inat,
cricetidae family,cricetidae,nephelomys,nephelomys caracolus,,inat,
cricetidae family,cricetidae,nephelomys,nephelomys childi,,inat,
cricetidae family,cricetidae,nephelomys,nephelomys devius,,inat,
cricetidae family,cricetidae,nephelomys,nephelomys keaysi,,inat,
cricetidae family,cricetidae,nephelomys,nephelomys levipes,,inat,
cricetidae family,cricetidae,nephelomys,nephelomys maculiventer,,inat,
cricetidae family,cricetidae,nephelomys,nephelomys meridensis,,inat,
cricetidae family,cricetidae,nephelomys,nephelomys moerex,,inat,
cricetidae family,cricetidae,nephelomys,nephelomys nimbosus,,inat,
cricetidae family,cricetidae,nephelomys,nephelomys pectoralis,,inat,
cricetidae family,cricetidae,nephelomys,nephelomys pirrensis,,inat,
cricetidae family,cricetidae,nephelomys,nephelomys ricardopalmai,,inat,
cricetidae family,cricetidae,nesoryzomys,nesoryzomys darwini,,inat,
cricetidae family,cricetidae,nesoryzomys,nesoryzomys fernandinae,,inat,
cricetidae family,cricetidae,nesoryzomys,nesoryzomys indefessus,,inat,
cricetidae family,cricetidae,nesoryzomys,nesoryzomys narboroughi,,inat,
cricetidae family,cricetidae,nesoryzomys,nesoryzomys swarthi,,inat,
cricetidae family,cricetidae,neusticomys,neusticomys ferreirai,,inat,
cricetidae family,cricetidae,neusticomys,neusticomys monticolus,,inat,
cricetidae family,cricetidae,neusticomys,neusticomys mussoi,,inat,
cricetidae family,cricetidae,neusticomys,neusticomys orcesi,,inat,
cricetidae family,cricetidae,neusticomys,neusticomys oyapocki,,inat,
cricetidae family,cricetidae,neusticomys,neusticomys peruviensis,,inat,
cricetidae family,cricetidae,neusticomys,neusticomys venezuelae,,inat,
cricetidae family,cricetidae,neusticomys,neusticomys vossi,,inat,
cricetidae family,cricetidae,noronhomys,noronhomys vespuccii,,inat,
cricetidae family,cricetidae,nothocricetulus,nothocricetulus migratorius,,inat,
cricetidae family,cricetidae,notiomys,notiomys edwardsii,,inat,
cricetidae family,cricetidae,nyctomys,nyctomys sumichrasti,,inat,
cricetidae family,cricetidae,ochrotomys,ochrotomys nuttalli,,inat,
cricetidae family,cricetidae,oecomys,oecomys auyantepui,,inat,
cricetidae family,cricetidae,oecomys,oecomys bicolor,,inat,
cricetidae family,cricetidae,oecomys,oecomys catherinae,,inat,
cricetidae family,cricetidae,oecomys,oecomys cleberi,,inat,
cricetidae family,cricetidae,oecomys,oecomys concolor,,inat,
cricetidae family,cricetidae,oecomys,oecomys flavicans,,inat,
cricetidae family,cricetidae,oecomys,oecomys franciscorum,,inat,
cricetidae family,cricetidae,oecomys,oecomys galvez,,inat,
cricetidae family,cricetidae,oecomys,oecomys jamari,,inat,
cricetidae family,cricetidae,oecomys,oecomys makampi,,inat,
cricetidae family,cricetidae,oecomys,oecomys mamorae,,inat,
cricetidae family,cricetidae,oecomys,oecomys matogrossensis,,inat,
cricetidae family,cricetidae,oecomys,oecomys nanus,,inat,
cricetidae family,cricetidae,oecomys,oecomys paricola,,inat,
cricetidae family,cricetidae,oecomys,oecomys phaeotis,,inat,
cricetidae family,cricetidae,oecomys,oecomys rex,,inat,
cricetidae family,cricetidae,oecomys,oecomys roberti,,inat,
cricetidae family,cricetidae,oecomys,oecomys rutilus,,inat,
cricetidae family,cricetidae,oecomys,oecomys speciosus,,inat,
cricetidae family,cricetidae,oecomys,oecomys superans,,inat,
cricetidae family,cricetidae,oecomys,oecomys sydandersoni,,inat,
cricetidae family,cricetidae,oecomys,oecomys tapajinus,,inat,
cricetidae family,cricetidae,oecomys,oecomys trinitatis,,inat,
cricetidae family,cricetidae,oligoryzomys,oligoryzomys andinus,,inat,
cricetidae family,cricetidae,oligoryzomys,oligoryzomys arenalis,,inat,
cricetidae family,cricetidae,oligoryzomys,oligoryzomys brendae,,inat,
cricetidae family,cricetidae,oligoryzomys,oligoryzomys chacoensis,,inat,
cricetidae family,cricetidae,oligoryzomys,oligoryzomys costaricensis,,inat,
cricetidae family,cricetidae,oligoryzomys,oligoryzomys delicatus,,inat,
cricetidae family,cricetidae,oligoryzomys,oligoryzomys delticola,,inat,
cricetidae family,cricetidae,oligoryzomys,oligoryzomys destructor,,inat,
cricetidae family,cricetidae,oligoryzomys,oligoryzomys eliurus,,inat,
cricetidae family,cricetidae,oligoryzomys,oligoryzomys flavescens,,inat,
cricetidae family,cricetidae,oligoryzomys,oligoryzomys fornesi,,inat,
cricetidae family,cricetidae,oligoryzomys,oligoryzomys fulvescens,,inat,
cricetidae family,cricetidae,oligoryzomys,oligoryzomys gri,,inat,
cricetidae family,cricetidae,oligoryzomys,oligoryzomys griseolus,,inat,
cricetidae family,cricetidae,oligoryzomys,oligoryzomys guille,,inat,
cricetidae family,cricetidae,oligoryzomys,oligoryzomys longicaudatus,,inat,
cricetidae family,cricetidae,oligoryzomys,oligoryzomys magellanicus,,inat,
cricetidae family,cricetidae,oligoryzomys,oligoryzomys mattogrossae,,inat,
cricetidae family,cricetidae,oligoryzomys,oligoryzomys messorius,,inat,
cricetidae family,cricetidae,oligoryzomys,oligoryzomys microtis,,inat,
cricetidae family,cricetidae,oligoryzomys,oligoryzomys moojeni,,inat,
cricetidae family,cricetidae,oligoryzomys,oligoryzomys nigripes,,inat,
cricetidae family,cricetidae,oligoryzomys,oligoryzomys pachecoi,,inat,
cricetidae family,cricetidae,oligoryzomys,oligoryzomys rupestris,,inat,
cricetidae family,cricetidae,oligoryzomys,oligoryzomys stramineus,,inat,
cricetidae family,cricetidae,oligoryzomys,oligoryzomys utiaritensis,,inat,
cricetidae family,cricetidae,oligoryzomys,oligoryzomys vegetus,,inat,
cricetidae family,cricetidae,oligoryzomys,oligoryzomys victus,,inat,
cricetidae family,cricetidae,ondatra,ondatra zibethicus,muskrat,speciesnet+inat,
cricetidae family,cricetidae,onychomys,onychomys arenicola,,inat,
cricetidae family,cricetidae,onychomys,onychomys leucogaster,northern grasshopper mouse,speciesnet+inat,
cricetidae family,cricetidae,onychomys,onychomys torridus,,inat,
cricetidae family,cricetidae,oreoryzomys,oreoryzomys balneator,,inat,
cricetidae family,cricetidae,oryzomys,oryzomys albiventer,,inat,
cricetidae family,cricetidae,oryzomys,oryzomys alfaroi,,inat,
cricetidae family,cricetidae,oryzomys,oryzomys antillarum,,inat,
cricetidae family,cricetidae,oryzomys,oryzomys chapmani,,inat,
cricetidae family,cricetidae,oryzomys,oryzomys couesi,,inat,
cricetidae family,cricetidae,oryzomys,oryzomys curasoae,,inat,
cricetidae family,cricetidae,oryzomys,oryzomys dimidiatus,,inat,
cricetidae family,cricetidae,oryzomys,oryzomys fulgens,,inat,
cricetidae family,cricetidae,oryzomys,oryzomys gorgasi,,inat,
cricetidae family,cricetidae,oryzomys,oryzomys melanotis,,inat,
cricetidae family,cricetidae,oryzomys,oryzomys mexicanus,,inat,
cricetidae family,cricetidae,oryzomys,oryzomys nelsoni,,inat,
cricetidae family,cricetidae,oryzomys,oryzomys palustris,,inat,
cricetidae family,cricetidae,oryzomys,oryzomys peninsulae,,inat,
cricetidae family,cricetidae,oryzomys,oryzomys rhabdops,,inat,
cricetidae family,cricetidae,oryzomys,oryzomys rostratus,,inat,
cricetidae family,cricetidae,oryzomys,oryzomys saturatior,,inat,
cricetidae family,cricetidae,oryzomys,oryzomys texensis,,inat,
cricetidae family,cricetidae,osgoodomys,osgoodomys banderanus,,inat,
cricetidae family,cricetidae,otonyctomys,otonyctomys hatti,,inat,
cricetidae family,cricetidae,ototylomys,ototylomys chiapensis,,inat,
cricetidae family,cricetidae,ototylomys,ototylomys phyllotis,,inat,
cricetidae family,cricetidae,oxymycterus,oxymycterus akodontius,,inat,
cricetidae family,cricetidae,oxymycterus,oxymycterus amazonicus,,inat,
cricetidae family,cricetidae,oxymycterus,oxymycterus angularis,,inat,
cricetidae family,cricetidae,oxymycterus,oxymycterus caparaoe,,inat,
cricetidae family,cricetidae,oxymycterus,oxymycterus caparoae,,inat,
cricetidae family,cricetidae,oxymycterus,oxymycterus dasytrichus,,inat,
cricetidae family,cricetidae,oxymycterus,oxymycterus delator,,inat,
cricetidae family,cricetidae,oxymycterus,oxymycterus hiska,,inat,
cricetidae family,cricetidae,oxymycterus,oxymycterus hispidus,,inat,
cricetidae family,cricetidae,oxymycterus,oxymycterus hucucha,,inat,
cricetidae family,cricetidae,oxymycterus,oxymycterus inca,,inat,
cricetidae family,cricetidae,oxymycterus,oxymycterus itapeby,,inat,
cricetidae family,cricetidae,oxymycterus,oxymycterus josei,,inat,
cricetidae family,cricetidae,oxymycterus,oxymycterus nasutus,,inat,
cricetidae family,cricetidae,oxymycterus,oxymycterus paramensis,,inat,
cricetidae family,cricetidae,oxymycterus,oxymycterus quaestor,,inat,
cricetidae family,cricetidae,oxymycterus,oxymycterus roberti,,inat,
cricetidae family,cricetidae,oxymycterus,oxymycterus rufus,,inat,
cricetidae family,cricetidae,oxymycterus,oxymycterus wayku,,inat,
cricetidae family,cricetidae,oxymycterus,oxymycterus willkaurco,,inat,
cricetidae family,cricetidae,paralomys,paralomys gerbillus,,inat,
cricetidae family,cricetidae,pattonimus,pattonimus ecominga,,inat,
cricetidae family,cricetidae,pattonimus,pattonimus musseri,,inat,
cricetidae family,cricetidae,paynomys,paynomys macronyx,,inat,
cricetidae family,cricetidae,pearsonomys,pearsonomys annectens,,inat,
cricetidae family,cricetidae,pennatomys,pennatomys nivalis,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus amplus,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus angelensis,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus arcticus,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus attwateri,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus avius,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus aztecus,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus bakeri,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus beatae,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus boylii,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus bullatus,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus californicus,california mouse,speciesnet+inat,
cricetidae family,cricetidae,peromyscus,peromyscus caniceps,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus carletoni,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus carolpattonae,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus chrysopus,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus collinus,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus cordillerae,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus crinitus,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus dickeyi,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus difficilis,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus ensinki,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus eremicus,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus eva,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus felipensis,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus fraterculus,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus furvus,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus gambelii,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus gardneri,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus gossypinus,cotton deermouse,speciesnet+inat,
cricetidae family,cricetidae,peromyscus,peromyscus grandis,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus gratus,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus greenbaumi,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus guardia,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus guatemalensis,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus gymnotis,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus hooperi,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus hylocetes,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus interparietalis,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus keeni,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus kilpatricki,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus labecula,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus laceianus,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus latirostris,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus leucopus,white-footed mouse,speciesnet+inat,
cricetidae family,cricetidae,peromyscus,peromyscus leucurus,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus levipes,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus madrensis,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus maniculatus,north american deermouse,speciesnet+inat,
cricetidae family,cricetidae,peromyscus,peromyscus mayensis,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus megalops,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus mekisturus,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus melanocarpus,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus melanophrys,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus melanotis,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus melanurus,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus merriami,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus mexicanus,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus micropus,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus nasutus,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus nicaraguae,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus nudipes,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus ochraventer,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus pectoralis,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus pembertoni,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus perfulvus,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus polionotus,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus polius,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus pseudocrinitus,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus purepechus,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus sagax,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus salvadorensis,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus schmidlyi,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus sejugis,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus simulus,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus slevini,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus sonoriensis,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus spicilegus,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus spp,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus stephani,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus stirtoni,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus totontepecus,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus tropicalis,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus truei,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus winkelmanni,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus yucatanicus,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus zamorae,,inat,
cricetidae family,cricetidae,peromyscus,peromyscus zarhynchus,,inat,
cricetidae family,cricetidae,phaenomys,phaenomys ferrugineus,,inat,
cricetidae family,cricetidae,phaiomys,phaiomys leucurus,,inat,
cricetidae family,cricetidae,phenacomys,phenacomys intermedius,,inat,
cricetidae family,cricetidae,phenacomys,phenacomys ungava,,inat,
cricetidae family,cricetidae,phodopus,phodopus campbelli,,inat,
cricetidae family,cricetidae,phodopus,phodopus roborovskii,,inat,
cricetidae family,cricetidae,phodopus,phodopus sungorus,,inat,
cricetidae family,cricetidae,phyllotis,phyllotis alisosiensis,,speciesnet+inat,
cricetidae family,cricetidae,phyllotis,phyllotis amicus,,inat,
cricetidae family,cricetidae,phyllotis,phyllotis andium,,inat,
cricetidae family,cricetidae,phyllotis,phyllotis anitae,,inat,
cricetidae family,cricetidae,phyllotis,phyllotis bonariensis,,inat,
cricetidae family,cricetidae,phyllotis,phyllotis camiari,,inat,
cricetidae family,cricetidae,phyllotis,phyllotis caprinus,,inat,
cricetidae family,cricetidae,phyllotis,phyllotis darwinii,,inat,
cricetidae family,cricetidae,phyllotis,phyllotis definitus,,inat,
cricetidae family,cricetidae,phyllotis,phyllotis gerbillus,,inat,
cricetidae family,cricetidae,phyllotis,phyllotis haggardi,,inat,
cricetidae family,cricetidae,phyllotis,phyllotis limatus,,inat,
cricetidae family,cricetidae,phyllotis,phyllotis magister,,inat,
cricetidae family,cricetidae,phyllotis,phyllotis osgoodi,,inat,
cricetidae family,cricetidae,phyllotis,phyllotis osilae,,inat,
cricetidae family,cricetidae,phyllotis,phyllotis pearsoni,,inat,
cricetidae family,cricetidae,phyllotis,phyllotis pehuenche,,inat,
cricetidae family,cricetidae,phyllotis,phyllotis rupestris,,inat,
cricetidae family,cricetidae,phyllotis,phyllotis tucumanus,,inat,
cricetidae family,cricetidae,phyllotis,phyllotis vaccarum,,inat,
cricetidae family,cricetidae,phyllotis,phyllotis wolffsohni,,inat,
cricetidae family,cricetidae,phyllotis,phyllotis xanthopygus,,inat,
cricetidae family,cricetidae,podomys,podomys floridanus,,inat,
cricetidae family,cricetidae,podoxymys,podoxymys roraimae,,inat,
cricetidae family,cricetidae,proedromys,proedromys bedfordi,,inat,
cricetidae family,cricetidae,proedromys,proedromys liangshanensis,,inat,
cricetidae family,cricetidae,prometheomys,prometheomys schaposchnikowi,,inat,
cricetidae family,cricetidae,pseudoryzomys,pseudoryzomys simplex,,inat,
cricetidae family,cricetidae,punomys,punomys kofordi,,inat,
cricetidae family,cricetidae,punomys,punomys lemminus,,inat,
cricetidae family,cricetidae,reithrodon,reithrodon auritus,,inat,
cricetidae family,cricetidae,reithrodon,reithrodon caurinus,,inat,
cricetidae family,cricetidae,reithrodon,reithrodon typicus,,inat,
cricetidae family,cricetidae,,reithrodontomys albilabris,,inat,
cricetidae family,cricetidae,,reithrodontomys australis,,inat,
cricetidae family,cricetidae,reithrodontomys,reithrodontomys bakeri,,inat,
cricetidae family,cricetidae,,reithrodontomys brevirostris,,inat,
cricetidae family,cricetidae,,reithrodontomys burti,,inat,
cricetidae family,cricetidae,,reithrodontomys cherrii,,inat,
cricetidae family,cricetidae,,reithrodontomys chrysopsis,,inat,
cricetidae family,cricetidae,,reithrodontomys creper,,inat,
cricetidae family,cricetidae,,reithrodontomys darienensis,,inat,
cricetidae family,cricetidae,,reithrodontomys fulvescens,,inat,
cricetidae family,cricetidae,,reithrodontomys garichensis,,inat,
cricetidae family,cricetidae,,reithrodontomys gracilis,,inat,
cricetidae family,cricetidae,,reithrodontomys hirsutus,,inat,
cricetidae family,cricetidae,,reithrodontomys humulis,,inat,
cricetidae family,cricetidae,reithrodontomys,reithrodontomys megalotis,western harvest mouse,speciesnet+inat,
cricetidae family,cricetidae,,reithrodontomys mexicanus,,inat,
